Topic ID,Topic Word Scores,Generic Label
75,"[('rogan', 0.14401749545055761), ('ivermectin', 0.05711909803348629), ('horse', 0.050335845957152535), ('dewormer', 0.03678726352017578), ('treat', 0.03431151418754427), ('covid19', 0.03064775858717519), ('antibiotics', 0.022809140372488483), ('drug', 0.021976372280363216), ('horses', 0.01763159339563384), ('antibodies', 0.01524554458131389)]",Health
76,"[('video', 0.07966921833521759), ('tweet', 0.05411768939800726), ('response', 0.048819035836066484), ('archived', 0.04633605089655877), ('httpstcoxntbxxzpui', 0.025591616988698773), ('httpstcohlrodf4efn', 0.025591616988698773), ('httpstcoyvvgplfws8', 0.025591616988698773), ('httpstcovei4q4h4zg', 0.025591616988698773), ('httpstcovjj1yj9yul', 0.025591616988698773), ('httpstcoxt3ovxoylj', 0.025591616988698773)]",Social Media
77,"[('officer', 0.06573719059235936), ('extinguisher', 0.03498618771469693), ('cop', 0.03360923470409548), ('officers', 0.031585791442361656), ('died', 0.029771394629871682), ('injuries', 0.027413209649037176), ('police', 0.02612063780475041), ('suicide', 0.017146345257535653), ('stabbed', 0.016996148005736993), ('death', 0.01643816648245763)]",Society
78,"[('hipaa', 0.10746541559066342), ('violation', 0.07074769393986313), ('hippa', 0.051906950421215896), ('privacy', 0.035158514974398904), ('employer', 0.022620327891271778), ('vaccinated', 0.021575081214661042), ('violates', 0.01905367606213823), ('oregon', 0.016533140860102064), ('requiring', 0.015058722285163287), ('health', 0.013586665753448444)]",Health
79,"[('hydroxychloroquine', 0.17944536691026905), ('hair', 0.03027014611159063), ('ivermectin', 0.020747856178465477), ('fda', 0.018960956192064782), ('trustthescience', 0.01601576030364956), ('vaxxinated', 0.01601576030364956), ('therapeutic', 0.01601576030364956), ('uv', 0.01601576030364956), ('disinfectants', 0.01601576030364956), ('azithromycin', 0.01601576030364956)]",Health
80,"[('defund', 0.06130125775323325), ('police', 0.057525278557968955), ('democrats', 0.0313056165050534), ('defunding', 0.03002728319248145), ('cops', 0.02173548386333345), ('republicans', 0.021691219883992332), ('defunded', 0.018985831742716057), ('fool', 0.014374261793048147), ('funding', 0.011636406649703055), ('officers', 0.011041451449765392)]",Society
81,"[('schools', 0.07852530974011025), ('reopened', 0.03487345734725422), ('unions', 0.033058428498978), ('reopening', 0.0247938213742335), ('students', 0.022748456732262088), ('school', 0.02117092642380294), ('teachers', 0.018234068876820768), ('reopen', 0.01615765893196098), ('closed', 0.013971074766156734), ('liberals', 0.012811059686897055)]",Society
82,"[('schools', 0.142423845320111), ('safe', 0.13882912318185914), ('rtenews', 0.04633605089655877), ('kids', 0.030619632781045816), ('school', 0.028158812628023215), ('14yo', 0.025591616988698773), ('irishmemes', 0.025591616988698773), ('httpstcolwoeatr0xe', 0.025591616988698773), ('headteachernews', 0.025591616988698773), ('headteacherchat', 0.025591616988698773)]",Society
83,"[('cruz', 0.1378974115455789), ('ted', 0.09654848064423976), ('vacation', 0.02935173271949987), ('senator', 0.02422130767840775), ('cancun', 0.023590091839554503), ('snowflake', 0.023590091839554503), ('cruzs', 0.02270284113850397), ('freezing', 0.02136497936267409), ('trip', 0.020834039431761483), ('texas', 0.017995679152441678)]",Politics
84,"[('blah', 0.13323063853434877), ('cry', 0.042670293519966575), ('basement', 0.033004419342969646), ('misogynist', 0.021153764331698986), ('berniesanders', 0.021153764331698986), ('kylegriffin1', 0.021153764331698986), ('elienyc', 0.021153764331698986), ('mrstruth10', 0.021153764331698986), ('reptedbudd', 0.021153764331698986), ('christinecouga1', 0.021153764331698986)]",Politics
85,"[('tax', 0.06443325434893732), ('trillion', 0.060980623768182), ('taxes', 0.045352707248436215), ('richest', 0.04443396534111867), ('billionaires', 0.032261340405874285), ('rich', 0.0273160221545871), ('irs', 0.022216982670559333), ('income', 0.01849903930469382), ('wealthy', 0.018210681436391398), ('musk', 0.017691104033183143)]",Society
86,"[('fbmd23000965010000290400004b0400009d0400007a0c0000f90d0000af1000005e1200000414000068170000', 0.16439612240673349), ('cryptographic', 0.15921046962442123), ('file', 0.15561727622454752), ('mcafee', 0.1498451478818082), ('truthhammer', 0.03895985492755578), ('epstein', 0.020946210295506484), ('httpstcov1lwadoh0s', 0.01528017214774081), ('httpstcozcon48md6x', 0.01528017214774081), ('httpstcoxojdryclma', 0.01528017214774081), ('httpstcovcep3o5bwz', 0.01528017214774081)]",Security
87,"[('landslide', 0.2598902736828923), ('won', 0.10091774051682047), ('victory', 0.07904826633853099), ('election', 0.048600218715327485), ('president', 0.047187646883674876), ('trump', 0.03245706522689559), ('electionand', 0.03224318263774383), ('trump2024', 0.02613615902047559), ('congratulations', 0.021679767339072595), ('donald', 0.02069946395763743)]",Politics
88,"[('flags', 0.11310373462198739), ('flag', 0.07952920684522707), ('mlb', 0.04597478400844943), ('flown', 0.03231942196037971), ('lowered', 0.023473925170187697), ('largest', 0.022369282804422876), ('ships', 0.020858275432225636), ('ordered', 0.01932821842049672), ('honor', 0.01613086800394123), ('patriots', 0.015955320775130313)]",Politics
89,"[('wage', 0.12597226637470266), ('minimum', 0.09158586382895655), ('15', 0.04699426207333278), ('raise', 0.0294460705213637), ('workers', 0.025465298728655522), ('worker', 0.023810748787500155), ('minimumwage', 0.01957475709958022), ('mcdonalds', 0.01632922596614415), ('poverty', 0.014538573666084133), ('work', 0.012432890405665366)]",Society
90,"[('jobs', 0.1068583536126611), ('economic', 0.05099006059657646), ('growth', 0.038295161730329944), ('economy', 0.035726120535526804), ('inflation', 0.024243758047928173), ('office', 0.023204864970246455), ('working', 0.02306613797510721), ('report', 0.021333041795239364), ('work', 0.015732835148851314), ('cpi', 0.013680752259379158)]",Economy
91,"[('die', 0.03744757951656404), ('deaths', 0.030773309491249467), ('scotland', 0.030425169731527993), ('vaccine', 0.028514433351827816), ('died', 0.023282757338745807), ('vaccinated', 0.023182016445545444), ('covid19', 0.022136873646183417), ('covid', 0.017088034252795075), ('unvaccinated', 0.01553201547497158), ('health', 0.012773788315207937)]",Health
92,"[('75', 0.09637691299540913), ('los', 0.07393913848093694), ('angeles', 0.07393913848093694), ('bay', 0.06904256002570283), ('francisco', 0.06279813790292677), ('california', 0.06052209913022606), ('san', 0.055529469407294835), ('earthquake', 0.052844644651793955), ('bakersfield', 0.035910468844866344), ('forecast', 0.02604495992716921)]",Nature
93,"[('mrna', 0.1029688890206279), ('protein', 0.038980044759753654), ('rna', 0.028404521324656342), ('microchip', 0.018936347549770895), ('vaccines', 0.017923435471194852), ('diseases', 0.015271285740559522), ('gene', 0.01498114820690861), ('antibodies', 0.013481980824571338), ('vaccine', 0.012694781971704164), ('immune', 0.012136980056598615)]",Health
94,"[('passports', 0.0910204249518707), ('passport', 0.0647179264233774), ('vaccine', 0.04206816894175913), ('lockdown', 0.02361046902479807), ('freedom', 0.018258183458198896), ('hipaa', 0.01595303065448445), ('trials', 0.014998877266822547), ('vaccinations', 0.014530346064631243), ('vaccines', 0.013772745151549729), ('licenses', 0.01284070606801377)]",Health
95,"[('chinese', 0.08641267413376336), ('china', 0.07880419378789588), ('communist', 0.04105475094656652), ('xi', 0.04010021110016337), ('compromised', 0.03766306519874601), ('relationship', 0.026733474066775575), ('impeached', 0.02232022183470106), ('orders', 0.02052737547328326), ('httpstcohhzhtm6zjq', 0.01867143484379553), ('kung', 0.01867143484379553)]",Country
96,"[('floridians', 0.0688231680248603), ('florida', 0.05488849318559912), ('faculty', 0.03535677818468951), ('gov', 0.03492698497796694), ('governor', 0.02682145150424061), ('represented', 0.025300247751164), ('political', 0.02414128860584826), ('law', 0.021312758150642323), ('signed', 0.016568082107815362), ('bill', 0.01598456861298174)]",Politics
97,"[('curriculum', 0.04524377611991877), ('teaching', 0.04151950013540422), ('racism', 0.03872254744207809), ('kkk', 0.02714626567195126), ('klan', 0.025546556147603178), ('schools', 0.025104115014162896), ('teachers', 0.024427680228007113), ('mlk', 0.021001759994319823), ('luther', 0.018804780024240755), ('teach', 0.016234478229577274)]",Society
98,"[('tax', 0.08715445456672047), ('families', 0.047125432111637895), ('raise', 0.045902936908139), ('gains', 0.03903229011610499), ('taxes', 0.038340940009368774), ('taxing', 0.021796234467789156), ('spending', 0.021092171156469205), ('raising', 0.01590228884532845), ('income', 0.015638990464823394), ('increases', 0.015638990464823394)]",Economy
99,"[('capitol', 0.04894121633036012), ('threat', 0.027240244505500763), ('gopaz', 0.01974979218541849), ('words', 0.016120553168689454), ('attack', 0.01566530298979854), ('bombs', 0.014668575815110219), ('supporters', 0.010973521010555777), ('violent', 0.010973521010555777), ('gopfl', 0.010907902323051936), ('gopoh', 0.010907902323051936)]",Politics
100,"[('2020', 0.1442879751695036), ('won', 0.08604066515424692), ('election', 0.08416622384326959), ('president', 0.04526026412363745), ('donald', 0.04411998421017555), ('singh', 0.034362452858065023), ('202000000000000000000000000000000000000000000', 0.034362452858065023), ('presidential', 0.03298159595302844), ('trump', 0.031131354111994223), ('donaldtrump', 0.027854028627455205)]",Politics
101,"[('cuomo', 0.16543891014848947), ('mcauliffe', 0.033806404480652565), ('cuomosexuals', 0.033806404480652565), ('resignation', 0.02510871013249734), ('allegations', 0.02387829147526831), ('andrew', 0.02232022183470106), ('resigning', 0.01867143484379553), ('httpstcojpituumond', 0.01867143484379553), ('blackface', 0.01867143484379553), ('cuomoresign', 0.01867143484379553)]",Politics
102,"[('science', 0.1326953793149806), ('scientists', 0.03984484040798761), ('trust', 0.03226073167660499), ('democracy', 0.031370007314597145), ('physical', 0.031246394831552244), ('evidence', 0.025203558326723264), ('abundant', 0.023235563361167777), ('httpstcojoheta1ykm', 0.023235563361167777), ('cambrian', 0.023235563361167777), ('httpstcolwzci12wme', 0.023235563361167777)]",Nature
103,"[('won', 0.16501761044678398), ('donald', 0.09955038810134949), ('pass', 0.08284981648020584), ('trump', 0.05619473242249805), ('concede', 0.056153010832270374), ('election', 0.046746820543980244), ('electoral', 0.04553637550603843), ('flynn', 0.042513706489608505), ('vote', 0.03924162970885406), ('accountable', 0.036639577840795405)]",Politics
104,"[('iowa', 0.06456021429842106), ('texans', 0.05864964420938074), ('texas', 0.05278033010891058), ('color', 0.03738787190417865), ('kentucky', 0.02986576024158385), ('neighbors', 0.02986576024158385), ('laws', 0.02945736507451681), ('minority', 0.026157370931263167), ('state', 0.023336238658001548), ('blue', 0.023247801449519795)]",Country
105,"[('israel', 0.06292432821144446), ('palestinians', 0.056200892499466915), ('israeli', 0.055212438363711834), ('israels', 0.03221164498209844), ('hungarians', 0.027155964254950427), ('guatemalans', 0.027155964254950427), ('israelis', 0.02340067437022028), ('vaccinating', 0.020991712628818156), ('vaccines', 0.020108772378031107), ('vaccination', 0.019239022848820224)]",Politics
106,"[('mayor', 0.0696829395292608), ('city', 0.04463068288131051), ('kathryn', 0.03374642045262065), ('mayoral', 0.021457172143392253), ('york', 0.02073794700163491), ('nyc', 0.016676861691376634), ('candidate', 0.016017470889228516), ('debate', 0.015636420199688455), ('councilwoman', 0.013235447484209491), ('eliot', 0.013235447484209491)]",Society
107,"[('daft', 0.06391017298047677), ('song', 0.06095453524980779), ('swift', 0.05866196451712755), ('rumored', 0.04260678198698451), ('punk', 0.04260678198698451), ('taylor', 0.03755795355450208), ('signed', 0.02661106338549796), ('record', 0.025978369411997857), ('kanye', 0.02506576184509537), ('cyrus', 0.02506576184509537)]",Music
108,"[('card', 0.02906283771241818), ('vaccinated', 0.023358847771778688), ('nyc', 0.018154142746715115), ('vaccine', 0.016418251487026844), ('rescue', 0.016303734757558676), ('youve', 0.016143018243699403), ('pleas', 0.014407878855842222), ('httpstcovmiwlspuos', 0.014407878855842222), ('presssecand', 0.014407878855842222), ('httpstcotvkvjoiyl6', 0.014407878855842222)]",Health
109,"[('kids', 0.05808356871424915), ('died', 0.033356113575101126), ('children', 0.02998352333842177), ('covid', 0.020401020485479836), ('youth', 0.020086968105997874), ('hospitalized', 0.01882102962312506), ('covaids', 0.014937147875036428), ('coffins', 0.014937147875036428), ('biohazards', 0.014937147875036428), ('childsized', 0.014937147875036428)]",Health
110,"[('psaki', 0.15027005302210053), ('jen', 0.11739997620210633), ('press', 0.04885818480187894), ('questions', 0.03900709078878947), ('secretary', 0.03811921959501774), ('briefings', 0.033806404480652565), ('reporters', 0.024664774535611476), ('conservative', 0.020719928167073298), ('ducking', 0.01867143484379553), ('httpstcohpcgcyexwk', 0.01867143484379553)]",Politics
111,"[('ella', 0.105469963512029), ('mother', 0.07069528679137324), ('her', 0.06269581899273277), ('maternity', 0.04331851872680089), ('daughter', 0.03725903684409335), ('police', 0.02397530642392138), ('ambushed', 0.020771333160526345), ('gunned', 0.019500282664889464), ('killed', 0.018412140746017616), ('murdered', 0.016954374884311323)]",Society
112,"[('obama', 0.07207300587461639), ('obamas', 0.03828949389343849), ('barack', 0.03828949389343849), ('birthday', 0.036498654737042495), ('jfk', 0.027124772191609258), ('rallies', 0.026258636529880256), ('party', 0.025978479620876745), ('clinton', 0.023831911476360112), ('rally', 0.021039575776112516), ('prague', 0.017385278999448573)]",Politics
113,"[('test', 0.10562259889451635), ('pcr', 0.10178985977301644), ('cdc', 0.04523893061446307), ('tests', 0.044349375945021564), ('testing', 0.02975371603427347), ('infections', 0.02510814803010242), ('flu', 0.024319100359861415), ('c19', 0.018363086514811486), ('viruses', 0.015950298585986664), ('covid', 0.015541822198204476)]",Health
114,"[('california', 0.1524340452799613), ('httpstcojy5p5twcyn', 0.1123214546421331), ('warning', 0.09241146575349264), ('central', 0.08077614492510723), ('earthquake', 0.06738863296457136), ('fault', 0.05517735117145713), ('earthquakes', 0.030153994867135225), ('diego', 0.020309263314750962), ('angeles', 0.018021956594484887), ('los', 0.018021956594484887)]",Nature
115,"[('45th', 0.1746586972362671), ('donald', 0.1174694579595924), ('united', 0.11520808569193222), ('states', 0.08422986694383605), ('president', 0.07141063895062798), ('trumps', 0.05166157922652904), ('electionintegrity', 0.04066223588204361), ('httpstcoguteidtauc', 0.04066223588204361), ('donaldtrump', 0.03296060054248866), ('oval', 0.030708016608554413)]",Politics
116,"[('icu', 0.08161872163435462), ('beds', 0.0709590015120345), ('intubated', 0.03320657517340275), ('ventilator', 0.03320657517340275), ('hospital', 0.03256120393916748), ('hospitals', 0.03155343287619054), ('nurse', 0.020624787274402215), ('bed', 0.019551346705552287), ('erodes', 0.013655228467850465), ('vacancies', 0.013655228467850465)]",Health
117,"[('pride', 0.11447612429669068), ('gay', 0.09658233514894872), ('cabinet', 0.0763951883112762), ('openly', 0.06583964749056637), ('lgbtq', 0.0482665289472722), ('pete', 0.0389998315845048), ('petebuttigieg', 0.03363479836653758), ('secretary', 0.028444290763794965), ('flag', 0.026745228190336517), ('proud', 0.02006043974000698)]",Society
118,"[('fbi', 0.14091950314026577), ('revolver', 0.030795000842077917), ('lake', 0.029370832166574053), ('operatives', 0.029370832166574053), ('capitol', 0.027095343364415544), ('antifa', 0.022909128372553877), ('enforcement', 0.021161782282398147), ('carlson', 0.019917651449324354), ('tucker', 0.0182258232625815), ('informants', 0.01811683776922735)]",Politics
119,"[('plane', 0.07629933621658107), ('paint', 0.0663926110038808), ('air', 0.06065014954925239), ('flares', 0.051364769598510884), ('auto', 0.04599153564068185), ('mode', 0.04426174066925387), ('ufo', 0.028369001778169957), ('kite', 0.028369001778169957), ('httpstcoq6zb3dqcjx', 0.028369001778169957), ('handglider', 0.028369001778169957)]",Social Media
120,"[('hallway', 0.04543103827019008), ('insurrectionists', 0.039076052887449135), ('building', 0.03670038953661071), ('capitol', 0.035988554693338774), ('alexandria', 0.03408542558958761), ('doors', 0.03128638107580136), ('stormed', 0.026489292103999175), ('crow', 0.02458076227239251), ('discrediting', 0.0200526094760763), ('constitutionalcrisis', 0.0200526094760763)]",Politics
121,"[('salute', 0.06787255073948203), ('harris', 0.04289986105615774), ('vp', 0.03961341862488465), ('military', 0.03884332994553594), ('fails', 0.032231037150775854), ('honoring', 0.030740456464497194), ('kamala', 0.02802303413520887), ('mccain', 0.027840892796438005), ('commander', 0.027149020295792813), ('presidents', 0.023557584127088433)]",Politics
122,"[('vaccinated', 0.049858380958250306), ('300', 0.035546292713087124), ('deaths', 0.0330926214198179), ('daily', 0.02669355150480818), ('rare', 0.02412405483318372), ('breakthrough', 0.02369752847539142), ('india', 0.019722380356683916), ('vaccines', 0.01924133513819447), ('bangladesh', 0.017939221712666296), ('delhimumbai', 0.017939221712666296)]",Health
123,"[('bitcoin', 0.19574814839858948), ('mining', 0.052868190243831006), ('bitcoins', 0.04090157579140681), ('mined', 0.02259013104557978), ('httpstcouhegxulqo1', 0.02259013104557978), ('carbon', 0.02259013104557978), ('shitcoin', 0.02259013104557978), ('environmentally', 0.02259013104557978), ('ecological', 0.02259013104557978), ('currency', 0.02259013104557978)]",Economy
124,"[('boulder', 0.04316335543732008), ('shooting', 0.04200730354105397), ('shooter', 0.03429895902744395), ('male', 0.03134025756128966), ('colorado', 0.028625089426636777), ('shooters', 0.026486196864499812), ('men', 0.02255329513517693), ('suspect', 0.020585501150293034), ('shootings', 0.020585501150293034), ('brown', 0.019771565628891447)]",Politics
125,"[('juneteenth', 0.14288738829062686), ('holiday', 0.10021400661097293), ('day', 0.03304750083129136), ('july', 0.0321147957139811), ('federal', 0.031058640921198276), ('labor', 0.029362253058538443), ('banning', 0.023905811363942122), ('holidaysand', 0.019997820925595218), ('freedom', 0.01895658391834858), ('enacted', 0.01810397616996695)]",Society
126,"[('democrats', 0.049911649886996985), ('democrat', 0.048869321832092395), ('policies', 0.03444605186590173), ('americans', 0.027041450044764798), ('dem', 0.021983736078399038), ('riots', 0.020407567440936518), ('impeachment', 0.01952369474513921), ('americalast', 0.018389955926552386), ('elitists', 0.018389955926552386), ('cartel', 0.016648380095999758)]",Politics
127,"[('jordan', 0.15294565139554278), ('nba', 0.08080555217326713), ('knicksfan63', 0.08080555217326713), ('lebron', 0.06552795499649433), ('nfl', 0.06117826055821712), ('falcons', 0.04462928328516982), ('espn', 0.04462928328516982), ('durant', 0.04462928328516982), ('knicks', 0.04462928328516982), ('wnba', 0.04462928328516982)]",Sports
128,"[('julio', 0.07005846069121165), ('trade', 0.04528810293836944), ('draft', 0.03816312987791251), ('qb', 0.036398209188024284), ('nfl', 0.030776793655054008), ('jones', 0.02424482594344402), ('ravens', 0.022451541284563954), ('colts', 0.022451541284563954), ('eagles', 0.022451541284563954), ('marlins', 0.022451541284563954)]",Economy
129,"[('baltimore', 0.05286620541161252), ('crime', 0.04521342880627135), ('nyc', 0.039188262813022436), ('criminals', 0.038639776797688964), ('victims', 0.036328725391312405), ('cities', 0.035933371150789234), ('consequences', 0.023231312373369114), ('chicago', 0.02239040582878966), ('repeatviolent', 0.020734284585744618), ('detectives', 0.020734284585744618)]",Politics
130,"[('rating', 0.09333224679089874), ('approval', 0.09114874496850915), ('poll', 0.05014287414714869), ('majority', 0.03130207339948053), ('viewers', 0.02886397176521688), ('approve', 0.02886397176521688), ('voted', 0.027666995796529724), ('president', 0.025129843618989317), ('results', 0.022600976867848226), ('proposals', 0.021463936829231228)]",Politics
131,"[('hunter', 0.25428105613104673), ('laptop', 0.09697268402701392), ('fbi', 0.04406461243704904), ('computer', 0.04400541548924389), ('bow', 0.03210176517003442), ('httpstcozrdhxtxvsl', 0.03210176517003442), ('httpstco9gi00ilui6', 0.03210176517003442), ('httpstcof0luoiudjj', 0.03210176517003442), ('lap', 0.027283290219735697), ('firearm', 0.026021526744069993)]",Technology
132,"[('clippy', 0.046993299845446125), ('office', 0.02641404842357841), ('httpstcoahx4xutaav', 0.02595461864811294), ('httpstcoqunhhla3ry', 0.02595461864811294), ('httpstcoqyizekmv0b', 0.02595461864811294), ('httpstcooejelgpeqj', 0.02595461864811294), ('httpstconopiayo8cb', 0.02595461864811294), ('httpstcoh3yzibktae', 0.02595461864811294), ('httpstco6dzhutltsn', 0.02595461864811294), ('httpstcogh6p2sjyth', 0.02595461864811294)]",Social Media
133,"[('dora', 0.2950951391631649), ('character', 0.06502874105340933), ('gal', 0.043054132110399115), ('sleepin', 0.043054132110399115), ('boogeyman', 0.043054132110399115), ('possessed', 0.043054132110399115), ('lily', 0.043054132110399115), ('doras', 0.043054132110399115), ('drugged', 0.043054132110399115), ('naughty', 0.043054132110399115)]",Characters
134,"[('harry', 0.2724771788620605), ('styles', 0.10787105632087196), ('fans', 0.06840841862418823), ('meghan', 0.05655081972817944), ('mustache', 0.0332691020853084), ('archie', 0.0332691020853084), ('stylinson', 0.0332691020853084), ('rowlings', 0.0332691020853084), ('potter', 0.0301184330827632), ('royal', 0.0301184330827632)]",Harry
135,"[('rush', 0.18228181165005866), ('limbaugh', 0.170732596047721), ('radio', 0.05183825141749782), ('aids', 0.04944090081373299), ('names', 0.039001209409604914), ('bashurs', 0.030496676911532704), ('limbaughs', 0.030496676911532704), ('httpstcox3sonezo1q', 0.030496676911532704), ('httpstcov1mwv1wq0z', 0.030496676911532704), ('httpstcohrmzctyvqe', 0.030496676911532704)]",Politics
136,"[('tesla', 0.13315590445080075), ('cars', 0.09172192478404462), ('autopilot', 0.06000569295916148), ('driving', 0.05769760919243258), ('roads', 0.04000379530610765), ('car', 0.025414190538786977), ('vehiclesthey', 0.02353441305070048), ('ev', 0.02353441305070048), ('drives', 0.02353441305070048), ('driverless', 0.02353441305070048)]",Economy
137,"[('australia', 0.07317111259188043), ('australians', 0.04443278692928385), ('australian', 0.042377914983199705), ('chant', 0.03742686369348581), ('conspiracy', 0.026297259278867592), ('melbourne', 0.026140008781313746), ('yogurt', 0.026140008781313746), ('ordertwitter', 0.026140008781313746), ('conspirasy', 0.026140008781313746), ('nsw', 0.026140008781313746)]",Country
138,"[('aoc', 0.1188744213502627), ('building', 0.08947470922332096), ('experience', 0.08348785266414901), ('her', 0.07046376838055815), ('capitol', 0.06684896927770308), ('alexandriaocasiosmollett', 0.06537898335496659), ('cannon', 0.04748542114579953), ('office', 0.0379071839971965), ('quieter', 0.02793588724720553), ('knocked', 0.02793588724720553)]",Politics
139,"[('patriots', 0.12023203806851752), ('goodnight', 0.06280621116784743), ('revolution', 0.0589629400009454), ('marines', 0.04664746147838369), ('trumpwon', 0.0374588306045628), ('retweet', 0.0374588306045628), ('httpstcoghyis008p9', 0.03468816331169597), ('httpstcoijxlkgnvvi', 0.03468816331169597), ('httpstcolk0hj0ygyo', 0.03468816331169597), ('httpstcoorggoadodg', 0.03468816331169597)]",Politics
140,"[('evangelicals', 0.05759805713055314), ('christian', 0.05467692223298376), ('dockery', 0.04090157579140681), ('pastor', 0.03662288949165406), ('church', 0.036277824788015674), ('christians', 0.030378439419564682), ('cult', 0.029347241366088343), ('congregation', 0.02259013104557978), ('sermons', 0.02259013104557978), ('gospel', 0.02259013104557978)]",Society
141,"[('getting', 0.051735530686663325), ('donate', 0.042547324374375896), ('covid19', 0.037320089576418726), ('reinfection', 0.03185846103481149), ('cdc', 0.031057402253413004), ('vaxxed', 0.027402035166030615), ('covid', 0.024006964548235157), ('communityhealth', 0.0210928024748353), ('httpstcomusxpasz4s', 0.0210928024748353), ('nativehealth', 0.0210928024748353)]",Health
142,"[('iphone', 0.13201767737187858), ('imessage', 0.10787150583987987), ('halo', 0.10288279938117846), ('beta', 0.07191433722658658), ('5g', 0.06390107502358143), ('httpstcouh2h333mn3', 0.04230752866339797), ('httpstcopels2s8doc', 0.04230752866339797), ('httpstcoflmq0epwnd', 0.04230752866339797), ('httpstcodssnpsgcnj', 0.04230752866339797), ('httpstcocninvhjjxl', 0.04230752866339797)]",Technology
143,"[('cdc', 0.18652359084117082), ('httpstcoyr0nnkclju', 0.056301557375137305), ('httpstcorrskx9is2w', 0.056301557375137305), ('dizzying', 0.056301557375137305), ('httpstcop53zauc2db', 0.056301557375137305), ('nc11', 0.05096965598621465), ('epidemiologist', 0.047850693616151845), ('dnc', 0.047850693616151845), ('cdcs', 0.047850693616151845), ('crack', 0.04251879222722919)]",Health
144,"[('warning', 0.07293778523072598), ('california', 0.06985853910494333), ('southern', 0.06637921230195595), ('earthquakes', 0.057119291426481436), ('earthquake', 0.05542745636940787), ('coast', 0.03705718834284507), ('forecasted', 0.03613628218681388), ('eureka', 0.03532398538918365), ('los', 0.02560360729975094), ('angeles', 0.02560360729975094)]",Nature
145,"[('father', 0.03885994646605186), ('johnson', 0.03739114085129409), ('covid', 0.03204006422399077), ('httpstcolojfog2qwu', 0.03127864298618739), ('httpstcoxjryarj0jv', 0.03127864298618739), ('httpstcol7dfhqcwmd', 0.03127864298618739), ('httpstcoigzfvsikas', 0.03127864298618739), ('vaccine', 0.026732281267338575), ('pattonoswalt', 0.026583718675639915), ('grandchildren', 0.026583718675639915)]",Health
146,"[('obesity', 0.13015411793407286), ('fat', 0.07437378167661307), ('health', 0.02874102370921786), ('body', 0.028736027079321068), ('vegetarian', 0.028150778687568653), ('vegetarians', 0.028150778687568653), ('meateaters', 0.028150778687568653), ('overweight', 0.028150778687568653), ('antivaxxers', 0.025484827993107324), ('healthier', 0.023925346808075922)]",Health
147,"[('gas', 0.1381948930756061), ('prices', 0.12858167144633043), ('gallon', 0.08268861460136527), ('supply', 0.03368847253644494), ('whitehouse', 0.03168371941831406), ('demand', 0.027303171269029224), ('gasbuddy', 0.025502447591525607), ('medianpriced', 0.025502447591525607), ('petroleum', 0.025502447591525607), ('increase', 0.025126344195564747)]",Economy
148,"[('fenway', 0.16712417176473124), ('yankee', 0.09332472222828034), ('stadium', 0.08761394605774281), ('rangers', 0.08356208588236562), ('boston', 0.08041921896244716), ('won', 0.0645304988656852), ('httpstcockwcj9jrmw', 0.05154367928709753), ('httpstcoiwztrrpsvk', 0.05154367928709753), ('hung', 0.04178104294118281), ('hat', 0.04178104294118281)]",Sports
149,"[('stimulus', 0.12146249737273641), ('checks', 0.05432191516429712), ('tax', 0.05341724634734481), ('benefited', 0.03683719062150806), ('cut', 0.02789335603363779), ('dollars', 0.02446994796226895), ('republicans', 0.02442011528875266), ('relief', 0.023752363219622343), ('incentive', 0.023610330512154352), ('packages', 0.023610330512154352)]",Economy
150,"[('mlb', 0.056878234184122786), ('game', 0.049831965589275724), ('atlanta', 0.03769738751858515), ('mlbs', 0.0371207578611087), ('georgia', 0.033935495995736226), ('georgians', 0.03198747645004901), ('baseball', 0.029354402896851615), ('star', 0.023687170898652847), ('state', 0.02242109204396227), ('law', 0.020999335236662288)]",Sports